Mandatory Information,,,,Optional Information,,,,,,,,,,,,,,,,,Unused Information,,,,
Username,Location_Name,Latitude,Longitude,Precipitation_annualAvg_mm,PotentialEvapotranspiration_annualAvg_mm,SurfaceWater_annualAvgFlows_km3,Groundwater_annualAvgRecharge_mm,SoilMoisture_annualAvg_pct,SurfaceWaterDiversion_Percent,SurfaceWaterDiversion_averageInCubicKM,CurrentStorageTrend_mm,Groundwater_Access,SoilMoisture_Access,DripIrrigation,OnsiteReservoirs,GrowMonth_Start,GrowMonth_End,PrimaryCrop,TotalAreaUnderCultivation_km2,Annual_Water_Needs_mm,OnsiteStorage_other,Location_Address,SecondaryCrop,SoilClass,Region
McCain_initialScreen,1,48.19009503,-68.24736701,,,,,,,,,TRUE,TRUE,FALSE,FALSE,,,,,600,,,,,
McCain_initialScreen,2,48.35961343,-68.06580524,,,,,,,,,TRUE,TRUE,FALSE,FALSE,,,,,600,,,,,
McCain_initialScreen,3,48.20358874,-68.06704288,,,,,,,,,TRUE,TRUE,FALSE,FALSE,,,,,600,,,,,
McCain_initialScreen,4,48.60390864,-67.86976153,,,,,,,,,TRUE,TRUE,FALSE,FALSE,,,,,600,,,,,
McCain_initialScreen,5,48.66381934,-67.7133291,,,,,,,,,TRUE,TRUE,FALSE,FALSE,,,,,600,,,,,
McCain_initialScreen,6,48.74058108,-67.5436852,,,,,,,,,TRUE,TRUE,FALSE,FALSE,,,,,600,,,,,
McCain_initialScreen,7,48.63767675,-66.86327191,,,,,,,,,TRUE,TRUE,FALSE,FALSE,,,,,600,,,,,
McCain_initialScreen,8,48.32099986,-67.28170707,,,,,,,,,TRUE,TRUE,FALSE,FALSE,,,,,600,,,,,
McCain_initialScreen,9,48.41806467,-67.29375876,,,,,,,,,TRUE,TRUE,FALSE,FALSE,,,,,600,,,,,
McCain_initialScreen,10,48.40753814,-67.41777715,,,,,,,,,TRUE,TRUE,FALSE,FALSE,,,,,600,,,,,
McCain_initialScreen,11,48.52471849,-67.50791294,,,,,,,,,TRUE,TRUE,FALSE,FALSE,,,,,600,,,,,
McCain_initialScreen,12,48.40328595,-67.5101461,,,,,,,,,TRUE,TRUE,FALSE,FALSE,,,,,600,,,,,
McCain_initialScreen,13,48.52322085,-67.70913403,,,,,,,,,TRUE,TRUE,FALSE,FALSE,,,,,600,,,,,
McCain_initialScreen,14,48.38501073,-67.64971853,,,,,,,,,TRUE,TRUE,FALSE,FALSE,,,,,600,,,,,
