HYBAS_ID,FID,non_cropla,irr_cropla,no_irr_cro,ACOF,BEAN,CNUT,COWP,MAIZ,OILP,ORTS,PMIL,RCOF,SESA,SOYB,SUNF,TEMF,VEGE,BANA,CASS,COCO,GROU,OCER,OOIL,PIGE,POTA,REST,SMIL,SUGB,SWPO,TOBA,WHEA,BARL,CHIC,COTT,LENT,OFIB,OPUL,PLNT,RAPESEED,RICE,SORG,SUGC,TEAS,TROF,YAMS,totMapspam,waterUse_nonIrr,waterUse_irr,growDaysAvg,SUB_AREA,UP_AREA,pre_mm_syr,pre_mm_uyr,pet_mm_syr,pet_mm_uyr,ari_ix_sav,ari_ix_uav,swc_pc_syr,swc_pc_uyr,crp_pc_sse,crp_pc_use,ire_pc_sse,ire_pc_use,X,Y
7120329240,454143,1,0,0,0,0.105533677731135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23946040849689,0,0,0.253996311862311,1e-04,0,0,0,0,0.595639258322885,3.71156590192258,0,0,0,0.00715482602225,0,0,0.393515409500921,0,0,0,0,0.012520945572255,0,7.31948673943123,550.450123614183,550.450123614183,127.709107579419,233.4,233.4,1023,1023,665,665,154,154,92,92,7,7,0,0,-68.2473670127373,48.1900950267869
7120320700,454150,0.94452608376194,0,0.05547391623806,0,0.460831673678398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.566303067561,0,0,1.81627886532744,1e-04,0,0,0,0,2.55355669419656,15.3698141436298,0,0,0,0.037662485789229,0,0,1.71606487065842,0,0,0,0,0.026900935846886,0,32.5475127366877,550.627041655702,550.627041655702,127.069188557837,153.9,468.3,1000,1024,661,668,151,154,92,92,9,6,0,0,-68.0658052391846,48.3596134274168
7120979540,454156,1,0,0,0,0.0143096520445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352375166369833,0,0,0.060816019789801,1e-04,0,0,0,0,0.067970845145706,0.409613769217073,0,0,0,0,0,0,0.048295072751587,0,0,0,0,0,0,0.9534805253185,549.633116916389,549.633116916389,126.159951435909,146.5,314.5,1031,1036,666,671,155,155,93,93,7,5,0,0,-68.0670428809467,48.2035887444839
7120034820,454162,0.892831105710814,0,0.107168894289186,0,0.646188355619825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0930954496933,0,0,2.65659213533137,1e-04,0,0,0,0,3.60427034917798,21.5878477364942,0,0,0,0.063005507611847,0,0,2.40869044879806,0,0,0,0,0.041414444319062,0,47.1012044270457,550.452567559519,550.452567559519,126.904715827791,232.2,232.2,980,980,661,661,148,148,91,91,12,12,0,0,-67.8697615275616,48.6039086356279
7120034840,454164,0.882178949963027,0,0.117821050036973,0,0.457879682582897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6713580266306,0,0,1.88371211691354,1e-04,0,0,0,0,2.65553046536205,15.9349837332508,0,0,0,0.04326847524637,0,0,1.76131146592791,0,0,0,0,0.043292382605112,0,39.4514363485193,549.051980525799,549.051980525799,126.173740244973,234.1,234.1,980,980,666,666,147,147,91,91,8,8,0,0,-67.7133291015515,48.6638193362766
7120034860,454166,0.845721694036301,0,0.154278305963699,0,0.254606585217147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.91528933915084,0,0,1.1502382654323,1e-04,0,0,0,0,1.48979352567289,9.05973151614204,0,0,0,0.012639256835912,0,0,1.02026571104477,0,0,0,0,0.021671587870286,0,20.9243357873662,550.114386486484,550.114386486484,126.556045452472,130.9,1679.6,983,1048,667,641,148,164,92,94,13,5,0,0,-67.5436852028144,48.7405810795441
7120975820,454175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,852.84375,852.84375,184.3666667,225.7,225.8,1074,1074,626,626,172,172,95,95,6,6,0,0,-66.8632719057668,48.6376767489304
7120979640,454238,0.90014164305949,0,0.09985835694051,0,0.300856703191177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.42277245957609,0,0,1.12478516830018,1e-04,0,0,0,0,1.42009433428807,8.71566092420903,0,0,0,0.023279516069719,0,0,1.0225392460145,0,0,0,0,0.030434342358943,0,20.0605226940077,550.482523233964,550.482523233964,126.579312626633,160,2145.8,1036,1042,704,674,147,155,92,93,10,8,0,0,-67.2817070704043,48.3209998596894
7120323070,454242,0.895535327264846,0,0.104464672735154,0,0.358564517267376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.72035399880077,0,0,1.52751994042375,1e-04,0,0,0,0,1.67630178509771,10.1653645076478,0,0,0,0.025097546907101,0,0,1.20657970407489,0,0,0,0,0.026892118546089,0,23.7067741187655,550.608223179437,550.608223179437,126.436367454291,134.5,1277.5,1037,1024,694,678,150,151,92,92,10,11,0,0,-67.2937587564674,48.4180646666631
7120977740,454247,0.783239323126511,0,0.216760676873489,0,0.647353313956463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3072550861949,0,0,2.62209424332811,1e-04,0,0,0,0,3.30704859111767,19.960425387511,0,0,0,0.046614808270408,0,0,2.29371414315746,0,0,0,0,0.04482029088044,0,44.2294258644165,550.599099777378,550.599099777378,126.768420740561,137.5,1143,1026,1023,691,676,149,152,92,92,12,11,0,0,-67.4177771473987,48.4075381412749
7120320070,454250,0.774086378737541,0,0.225913621262458,0,0.684251353740685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8306913525641,0,0,2.8896237321079,1e-04,0,0,0,0,3.83971963618268,22.9538075212608,0,0,0,0.050289333918862,0,0,2.58973251495325,0,0,0,0,0.04129876232122,0,48.8795142070495,550.853448710867,550.853448710867,127.046389882569,212.1,561.3,1012,1009,679,672,149,150,92,92,17,13,0,0,-67.5079129388422,48.524718492302
