Mandatory Information,,,,Optional Information,,,,,,,,,,,,,,,,,Unused Information,,,,
Username,Location_Name,Latitude,Longitude,Precipitation_annualAvg_mm,PotentialEvapotranspiration_annualAvg_mm,SurfaceWater_annualAvgFlows_km3,Groundwater_annualAvgRecharge_mm,SoilMoisture_annualAvg_pct,SurfaceWaterDiversion_Percent,SurfaceWaterDiversion_averageInCubicKM,CurrentStorageTrend_mm,Groundwater_Access,SoilMoisture_Access,DripIrrigation,OnsiteReservoirs,GrowMonth_Start,GrowMonth_End,PrimaryCrop,TotalAreaUnderCultivation_km2,Annual_Water_Needs_mm,OnsiteStorage_other,Location_Address,SecondaryCrop,SoilClass,Region
Nuveen-Chile-May2024,La Victoria - Table Grapes,-32.751108,-70.571317,,,,,,,,,TRUE,TRUE,FALSE,FALSE,1,12,Table Grapes,,600,,,,,
Nuveen-Chile-May2024,EL Mandarino - Mandarins,-33.608647,-71.033017,,,,,,,,,TRUE,TRUE,FALSE,FALSE,1,12,Mandarins,,1000,,,,,
Nuveen-Chile-May2024,EL Mandarino - Lemons,-33.608647,-71.033017,,,,,,,,,TRUE,TRUE,FALSE,FALSE,1,12,Lemons,,1000,,,,,
Nuveen-Chile-May2024,Rancho El Paraiso - Walnuts,-34.716984,-70.949419,,,,,,,,,TRUE,TRUE,FALSE,FALSE,1,12,Walnuts,,850,,,,,
Nuveen-Chile-May2024,Rancho El Paraiso - Cherries,-34.716984,-70.949419,,,,,,,,,TRUE,TRUE,FALSE,FALSE,1,12,Cherries,,700,,,,,
Nuveen-Chile-May2024,La Rinconada - Avocados,-34.23379,-71.370178,,,,,,,,,TRUE,TRUE,FALSE,FALSE,1,12,Avocados,,1000,,,,,
Nuveen-Chile-May2024,La Rinconada - Mandarins,-34.23379,-71.370178,,,,,,,,,TRUE,TRUE,FALSE,FALSE,1,12,Mandarins,,1000,,,,,
Nuveen-Chile-May2024,La Rinconada - Navels,-34.23379,-71.370178,,,,,,,,,TRUE,TRUE,FALSE,FALSE,1,12,Navels,,1000,,,,,
Nuveen-Chile-May2024,La Rinconada - Cherries,-34.23379,-71.370178,,,,,,,,,TRUE,TRUE,FALSE,FALSE,1,12,Cherries,,700,,,,,
Nuveen-Chile-May2024,Alhue - Table Grapes,-34.058019,-71.280428,,,,,,,,,TRUE,TRUE,FALSE,FALSE,1,12,Table Grapes,,600,,,,,
Nuveen-Chile-May2024,Alhue - Cherries,-34.058019,-71.280428,,,,,,,,,TRUE,TRUE,FALSE,FALSE,1,12,Cherries,,700,,,,,
Nuveen-Chile-May2024,Rauco - Cherries,-34.89638,-71.27751,,,,,,,,,TRUE,TRUE,FALSE,FALSE,1,12,Cherries,,700,,,,,
Nuveen-Chile-May2024,Rauco - Plums,-34.89638,-71.27751,,,,,,,,,TRUE,TRUE,FALSE,FALSE,1,12,Plums,,900,,,,,
Nuveen-Chile-May2024,Rauco - Kiwi,-34.89638,-71.27751,,,,,,,,,TRUE,TRUE,FALSE,FALSE,1,12,Kiwi,,600,,,,,
Nuveen-Chile-May2024,Sagrada Familia - Cherries,-35.018593,-71.458682,,,,,,,,,TRUE,TRUE,FALSE,FALSE,1,12,Cherries,,700,,,,,
Nuveen-Chile-May2024,El Cisne - Cherries,-34.848336,-71.037582,,,,,,,,,TRUE,TRUE,FALSE,FALSE,1,12,Cherries,,700,,,,,
Nuveen-Chile-May2024,La Crianza - Hazelnuts,-35.329525,-71.329466,,,,,,,,,TRUE,TRUE,FALSE,FALSE,1,12,Hazelnuts,,700,,,,,
Nuveen-Chile-May2024,Santa Luisa - Hazelnuts,-36.462611,-71.964806,,,,,,,,,TRUE,TRUE,FALSE,FALSE,1,12,Hazelnuts,,700,,,,,
Nuveen-Chile-May2024,Santa Teresa - Hazelnuts,-36.007694,-71.5905,,,,,,,,,TRUE,TRUE,FALSE,FALSE,1,12,Hazelnuts,,700,,,,,
Nuveen-Chile-May2024,Santa Juana - Hazelnuts,-35.912278,-71.677167,,,,,,,,,TRUE,TRUE,FALSE,FALSE,1,12,Hazelnuts,,700,,,,,
Nuveen-Chile-May2024,San Jose de Rauco - Cherries,-34.876392,-71.281953,,,,,,,,,TRUE,TRUE,FALSE,FALSE,1,12,Cherries,,700,,,,,
Nuveen-Chile-May2024,Las Delicias - Cherries,-34.135886,-70.669181,,,,,,,,,TRUE,TRUE,FALSE,FALSE,1,12,Cherries,,700,,,,,
Nuveen-Chile-May2024,Las Delicias - Walnuts,-34.135886,-70.669181,,,,,,,,,TRUE,TRUE,FALSE,FALSE,1,12,Walnuts,,850,,,,,
Nuveen-Chile-May2024,Las Delicias - Table Grapes,-34.135886,-70.669181,,,,,,,,,TRUE,TRUE,FALSE,FALSE,1,12,Table Grapes,,600,,,,,
Nuveen-Chile-May2024,Paihuen - Cherries,-34.256883,-70.639983,,,,,,,,,TRUE,TRUE,FALSE,FALSE,1,12,Cherries,,700,,,,,
Nuveen-Chile-May2024,Paihuen - Walnuts,-34.256883,-70.639983,,,,,,,,,TRUE,TRUE,FALSE,FALSE,1,12,Walnuts,,850,,,,,
