Location,Lat,Lon,LWE_Depth_Median,LWE_Depth_SD,Date
,,,,,
La Victoria - Table Grapes,-32.751108,-70.571317,32.5035406853486,205.681730023324,2002-04-17
La Victoria - Table Grapes,-32.751108,-70.571317,15.2394487168123,105.281489780761,2002-05-10
La Victoria - Table Grapes,-32.751108,-70.571317,128.50358920353,76.2276677589164,2002-08-16
La Victoria - Table Grapes,-32.751108,-70.571317,117.135509123974,92.7086105801497,2002-09-16
La Victoria - Table Grapes,-32.751108,-70.571317,132.918990125828,54.9999511327169,2002-10-16
La Victoria - Table Grapes,-32.751108,-70.571317,135.018790980749,50.5817289581696,2002-11-16
La Victoria - Table Grapes,-32.751108,-70.571317,139.249818494492,51.2686081862698,2002-12-16
La Victoria - Table Grapes,-32.751108,-70.571317,95.5458285118868,58.8789679467488,2003-01-16
La Victoria - Table Grapes,-32.751108,-70.571317,69.6420952882101,43.4294029126173,2003-02-15
La Victoria - Table Grapes,-32.751108,-70.571317,54.8825407232572,36.5493508436381,2003-03-16
La Victoria - Table Grapes,-32.751108,-70.571317,28.8442982192565,36.4059325762095,2003-04-16
La Victoria - Table Grapes,-32.751108,-70.571317,31.4006617869664,40.67843209752,2003-05-11
La Victoria - Table Grapes,-32.751108,-70.571317,75.1540649141599,29.3764108659708,2003-07-16
La Victoria - Table Grapes,-32.751108,-70.571317,61.3294668700029,31.2961557937788,2003-08-16
La Victoria - Table Grapes,-32.751108,-70.571317,50.0424695964385,30.643053496238,2003-09-16
La Victoria - Table Grapes,-32.751108,-70.571317,22.5494075025846,31.1114860012628,2003-10-16
La Victoria - Table Grapes,-32.751108,-70.571317,27.6231781597663,31.4697416274892,2003-11-16
La Victoria - Table Grapes,-32.751108,-70.571317,-1.09958572132099,30.506781591328,2003-12-16
La Victoria - Table Grapes,-32.751108,-70.571317,-6.43955087108123,36.6340956874004,2004-01-07
La Victoria - Table Grapes,-32.751108,-70.571317,-12.1313047949742,31.613565335815,2004-02-17
La Victoria - Table Grapes,-32.751108,-70.571317,-37.1340410952042,29.1338636328116,2004-03-16
La Victoria - Table Grapes,-32.751108,-70.571317,-20.8613828365277,28.724266125245,2004-04-16
La Victoria - Table Grapes,-32.751108,-70.571317,-8.67911120695579,29.9204164804239,2004-05-16
La Victoria - Table Grapes,-32.751108,-70.571317,-0.802060866780163,29.6318342937976,2004-06-16
La Victoria - Table Grapes,-32.751108,-70.571317,-9.95784362596977,26.420337888474,2004-07-16
La Victoria - Table Grapes,-32.751108,-70.571317,13.6409481074144,28.728948473028,2004-08-16
La Victoria - Table Grapes,-32.751108,-70.571317,3.57711086230767,29.9974827851618,2004-09-16
La Victoria - Table Grapes,-32.751108,-70.571317,4.55928759830487,26.7916380001402,2004-10-16
La Victoria - Table Grapes,-32.751108,-70.571317,-4.75533610028732,30.7919383162846,2004-11-16
La Victoria - Table Grapes,-32.751108,-70.571317,-18.4214675967168,31.7950560525842,2004-12-16
La Victoria - Table Grapes,-32.751108,-70.571317,-46.4926668424677,29.6097502196039,2005-01-16
La Victoria - Table Grapes,-32.751108,-70.571317,-41.7491704766225,30.6767809316995,2005-02-15
La Victoria - Table Grapes,-32.751108,-70.571317,-57.1206969935965,30.1275778653186,2005-03-16
